,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.01603846153846154,0.027000000000000003,0.015456349206349206,0.5051568954356451,140.5,0.73,7.71,0.06,0.1964654141056292
