,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.6723215345842414,0.7437746418543147,0.6202555615973321,0.7941184831615893,261.35,8.65,15.23,24.77,0.6774041860734541
