,mean_test_score,std_test_score,rank_test_score
0,0.6743535738618518,0.051626589733568325,39
1,0.6306559968394468,0.049633332588229974,529
2,0.6700729503462629,0.05407575505818964,144
3,0.6661807409950156,0.05146214290395765,225
4,0.6600111635190415,0.05258938445952466,312
5,0.6187923798760212,0.04877185109349579,752
6,0.6132441727850869,0.05122224358920472,940
7,0.6246131307554547,0.05266297252164632,646
8,0.6255330134609652,0.052971620182653785,634
9,0.6113897453195196,0.051287732831492565,982
10,0.6672525318536402,0.05238029174971841,203
11,0.6294593313118886,0.049697101838201196,565
12,0.6588902683132295,0.05397492859972492,337
13,0.6588285313410185,0.05408117069924052,341
14,0.6748480796393096,0.05104425380695786,33
15,0.6757893288257941,0.051310776841313896,17
16,0.65789389531208,0.05560412106316679,363
17,0.6191032828301026,0.050509284849590795,737
18,0.6719827077727425,0.051453900178364924,82
19,0.625629166648963,0.05300924757824563,631
20,0.6483129425181486,0.053372528644363884,442
21,0.6672458898311591,0.052208170374950645,204
22,0.61225928091452,0.05112289559882297,963
23,0.6154357485287106,0.04951577504127092,865
24,0.6240058064487696,0.04949195816903522,661
25,0.6667968573125911,0.052458692119752216,209
26,0.613196202316901,0.05100902315209655,942
27,0.6289013301511843,0.049637147608318784,580
28,0.660624798590057,0.05245691010345569,305
29,0.6404025210625042,0.05094740213718638,476
30,0.6280580322729741,0.05221240421985476,598
31,0.6155451968021378,0.052082809480801004,857
32,0.6284175649631737,0.04906573708740843,590
33,0.6566637025750163,0.05303661008517278,404
34,0.6701275277746351,0.05186186396377374,142
35,0.6236544871008542,0.04974059237933353,668
36,0.6575346690252144,0.05292433802105949,371
37,0.6610370965151724,0.052313267758035055,299
38,0.6155929349243394,0.04978975105833643,852
39,0.6207084730495412,0.04973367725518276,708
40,0.6594080730762346,0.052525699305611954,324
41,0.6605255757270289,0.0559566153444364,307
42,0.6659905000543362,0.05210918671362613,227
43,0.6279822502619705,0.04928569227255856,599
44,0.621787616188315,0.051881737898495546,694
45,0.6574666613648994,0.052859391883256675,375
46,0.6146930300645631,0.049462904970766004,897
47,0.6396062521439729,0.05210859354308945,479
48,0.6600210935825949,0.05306782965390595,311
49,0.628343114561292,0.05056466630220486,592
50,0.618866473672739,0.051227331609110034,747
51,0.6662841077655075,0.05278335369081647,221
52,0.6562993496213281,0.05327762311767611,406
53,0.6213650856934385,0.05068896395271855,698
54,0.6709503957314606,0.05189219466255729,111
55,0.6619452889505952,0.054426373136084526,281
56,0.6647510899484701,0.052377435835985184,245
57,0.6683395314321564,0.05166601844128342,181
58,0.6178818424380926,0.04931433257717637,779
59,0.6302232000174319,0.053374792921104065,536
60,0.6179488297011965,0.050789503710749695,776
61,0.6126868333268928,0.051645734264322916,950
62,0.6176419043497602,0.05097567960202757,785
63,0.6170323332171942,0.04911539847980365,809
64,0.6700460564781029,0.05211361555004,148
65,0.6148612774219103,0.049569065776424,889
66,0.659719034752789,0.0529167961334795,319
67,0.6180389926074884,0.051478249993737984,773
68,0.6589514022566376,0.0539606723464508,336
69,0.6222350671855118,0.04995470539396752,688
70,0.6565711355420669,0.05276055102129138,405
71,0.6124164843424255,0.05196012340154719,958
72,0.6301027898779826,0.050221611932350654,539
73,0.6145571489483173,0.05145778380686376,903
74,0.6188821068472156,0.05090340379893151,746
75,0.6633090405750914,0.05258917185279076,262
76,0.662007783926196,0.052486643865462874,279
77,0.6330663259146312,0.05375638758096477,508
78,0.6140291069096113,0.051260358661043164,917
79,0.6683246862156429,0.05175988239486295,182
80,0.6153464170642341,0.04980969385720338,874
81,0.6598084008188035,0.054039553727294326,317
82,0.6226014594635041,0.052089268269058436,682
83,0.6390565011686199,0.053311806637068394,483
84,0.6158289246710215,0.04912994929033884,843
85,0.6117358695027426,0.05096054132462983,974
86,0.6233222029175928,0.04955692332113596,671
87,0.6162432051074339,0.048832819233807445,829
88,0.6147126668384554,0.049800195085257584,896
89,0.6703293759703445,0.05404867511100873,137
90,0.6593336210626323,0.0534767651330218,326
91,0.6308624229546321,0.05060792902924085,524
92,0.6759530548949219,0.0517518773998496,14
93,0.6153161685440584,0.04967409545988328,875
94,0.6291832869128466,0.04934383176168168,571
95,0.6192831589444472,0.050532784784967415,734
96,0.6682971760821063,0.05186607570448322,185
97,0.6573735595787055,0.053622992539884874,379
98,0.6618303891200006,0.05514089930761192,288
99,0.6729091309146226,0.05227169780932702,61
100,0.668773751169881,0.05160612949728049,176
101,0.666256414864563,0.05210377705357889,223
102,0.6173647981191607,0.05116057509734363,799
103,0.6145222183622646,0.051550564678984855,905
104,0.6200138080307191,0.051162618026690906,720
105,0.6186768450542977,0.049371520712546885,755
106,0.6691399249347758,0.05192382712946223,169
107,0.6153984312705338,0.04943546399154583,869
108,0.6588499878738306,0.052767665793761076,340
109,0.6595063713359735,0.05450235391080224,322
110,0.6418105738060959,0.05366841650873629,467
111,0.632210555765472,0.055008333426655356,511
112,0.6680718242310931,0.05210763699504949,189
113,0.6172822275779987,0.0520282592658524,801
114,0.6283104378394525,0.04978809419968049,593
115,0.6161006182646702,0.04869896980984422,836
116,0.6721199650777756,0.05132084312689705,76
117,0.6649540452679422,0.052534727087932505,240
118,0.6332390600765779,0.052971046820278776,507
119,0.6677988862565808,0.052211106127048754,196
120,0.6149176666627942,0.05163651590696191,884
121,0.6183564477952036,0.05110137957279398,762
122,0.6149728140825016,0.04970239202303119,882
123,0.6256349805864052,0.052528078577909934,630
124,0.6705292523085845,0.053860873925964566,124
125,0.6738366696791797,0.050588249579126866,45
126,0.6157710371471876,0.04948087225373277,848
127,0.6157313541925558,0.04956518237753634,849
128,0.6678584573038028,0.05128174943867107,195
129,0.6144427387631072,0.05121316710553301,909
130,0.6594613932802388,0.05327242546715445,323
131,0.6690617695773171,0.0530039141508259,172
132,0.6296765536171333,0.050368972678098006,554
133,0.6144103338481215,0.051531256546427345,910
134,0.6309939163802399,0.04890908164540124,519
135,0.6122346465072325,0.05094707661117733,966
136,0.6618978066952326,0.05199436211696488,285
137,0.6175072315491771,0.05038939373012773,792
138,0.6745387164206007,0.05046348087808097,36
139,0.677100163315854,0.05054872948382207,3
140,0.6745522974912416,0.05051214896145096,35
