,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.04989755243018334,0.06241519923227782,0.06577140604892615,0.03282543558887789,6.774424572081991,3.8692781150122992,2.997827496199489,4.633039013978892,0.07839372939041984
