,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.05550342533644945,0.07604076091416369,0.06519596014272419,0.032476224809081425,5.351522015164272,2.9310424938936146,3.0357466257508343,4.420098723702077,0.07359384510328605
