,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.02139055389055389,0.07333333333333333,0.013194805194805195,0.5027976185314382,139.73,1.07,8.09,0.11,0.11381175332063634
