,mean_test_score,std_test_score,rank_test_score
0,0.6500392487371512,0.04937949100899202,444
1,0.6434866625168201,0.05225281675190853,720
2,0.647301621222175,0.04968674386046087,572
3,0.2877673342238923,0.14050304959077237,947
4,0.6485992604667206,0.050538494452108985,514
5,0.6511643773204121,0.04803600254096173,366
6,0.5704262345291768,0.06772253947104992,907
7,0.655229272468417,0.04770956357845697,74
8,0.6478608607003616,0.05096996395854866,555
9,0.6522425928745197,0.047941298467234564,325
10,0.6454098617780265,0.04984645750323894,642
11,0.6543489703037771,0.0462662696334673,160
12,0.6558937165586276,0.0482448300254097,42
13,0.6551110971674419,0.04702424674390569,82
14,0.5251547004072926,0.08692421401159807,919
15,0.0,0.0,970
16,0.6504242521795248,0.05075132533738075,418
17,0.6506067546405321,0.04752396989308517,401
18,0.6502165663444349,0.04888098449553041,428
19,0.5163173648922569,0.09452930338216381,921
20,0.025720160854816897,0.042561552596519156,959
21,0.641655245526151,0.05107250960331319,783
22,0.6549047844561197,0.04742931793368198,103
23,0.6512446014622604,0.04656581756564279,365
24,0.6470851970694776,0.05105882405565108,579
25,0.6408382381186563,0.05316458074779984,815
26,0.6440802625517956,0.05218427133311897,690
27,0.6425335828034555,0.05178318131986409,751
28,0.6544207204989854,0.04683419239365864,153
29,0.0,0.0,970
30,0.001194295900178253,0.008361021423799833,968
31,0.6383826269216659,0.0531317102641605,869
32,0.6499947354069496,0.05044790292255463,451
33,0.6496774487836068,0.04837182500324521,467
34,0.6505333893478402,0.05030541387860717,405
35,0.6102404088798008,0.050205058687608606,890
36,0.6469892530104722,0.0467013506160607,583
37,0.3380646492823076,0.1404849216687652,942
38,0.6439304117892994,0.052084830645157766,699
39,0.6505282731221103,0.048539221801035835,406
40,0.654532893492203,0.04740261332873518,141
41,0.6538193588292391,0.04723369678902789,214
42,0.6540690910818366,0.048006700671340705,198
43,0.6550195854594104,0.04679704719969867,91
44,0.6495070949286341,0.05018690635586316,476
45,0.6516862763453166,0.04848322202508498,348
46,0.6545248614220784,0.04768826418332563,143
47,0.6540882166738511,0.04649763089272153,193
48,0.6401756339993581,0.05324362217954107,838
49,0.6393859840550148,0.05107834411135389,857
50,0.14034710167878284,0.12164476025087442,954
51,0.6407460467115422,0.051403702137957905,821
52,0.6569659110497872,0.050992661046640124,26
53,0.0,0.0,970
54,0.6550163839320785,0.04679103190692721,94
55,0.6432528046584287,0.051409812254704625,734
56,0.6508468102354859,0.046951725761373055,392
57,0.6546334877566851,0.04759497873035168,129
58,0.645176069808256,0.05110425129084319,651
59,0.65453876626702,0.04786107731750526,140
60,0.05509362855889295,0.06557105773821773,958
61,0.6547221238521068,0.04740682910271312,119
62,0.6549377160844386,0.04723804072371561,101
63,0.6432773649247722,0.053492317977769197,732
64,0.6564052129823058,0.046621433318568696,33
65,0.6444093114708059,0.05138863909075327,678
66,0.6503562216228456,0.05097227046141729,420
67,0.6542128629220079,0.047617519605252075,177
68,0.6454151643213702,0.05074042227624663,641
69,0.6496358220265583,0.05119510010118882,470
70,0.64144073368963,0.052980582137314824,793
71,0.6500456628768805,0.0512642184413776,442
72,0.6455672683516026,0.0506904075627631,636
73,0.6438438177999495,0.05242775120559162,704
74,0.6513833311289416,0.04784490637856189,361
75,0.6475606336341966,0.049028628685827594,563
76,0.6402778668515902,0.05194450855258432,834
77,0.6369987086581435,0.04387070108610685,873
78,0.6497494923367475,0.04980003884479694,461
79,0.6431485954772553,0.04985890501147234,736
80,0.6494369125981576,0.05064798290326965,482
81,0.6541893688769413,0.047657140992617614,181
82,0.6481207841524924,0.05015732762576314,541
83,0.6433809692735071,0.04537575284368023,724
84,0.644093018155839,0.052493674770886914,689
85,0.652055897597809,0.04710556937211127,331
86,0.6509100834197629,0.05010252733015147,387
87,0.6514367026901801,0.047259629224758425,357
88,0.6439636831336862,0.052261250515782925,696
89,0.6458733337205678,0.05029201888196407,620
90,0.6546475270606504,0.04773671861426505,128
91,0.016082035917968217,0.03304989973329941,962
92,0.654355219153552,0.046770878758964234,158
93,0.6081145218517758,0.050279054306356784,892
94,0.6504804346877673,0.04990337554878556,413
95,0.5916286094892471,0.05770162228105013,897
96,0.6525397298456015,0.04809367298272277,308
97,0.6537896159045701,0.04723648930732493,219
98,0.6484254850877491,0.05051078434430876,523
99,0.6528267894418165,0.04769526468571235,291
100,0.6495908799676685,0.04946626302339184,473
101,0.6532189504745298,0.04697650887307715,266
102,0.6420171826633776,0.05202586765804807,767
103,0.6479462162990773,0.05045419852474364,550
104,0.6538076483841827,0.04725739305489193,218
105,0.6547313275948891,0.04699673110668426,117
106,0.6524811522981675,0.046721980123524534,313
107,0.6530465096806007,0.04633898871464762,280
108,0.6509736889881124,0.04842755364327001,385
109,0.6295965936546329,0.04551906575455699,881
110,0.6453320647241044,0.04541976865494165,645
111,0.6531248236945058,0.048505122400853584,273
112,0.6510744021271927,0.04921263689549907,374
113,0.6528189797986778,0.04712267688256268,292
114,0.6547439207433428,0.046836127800545045,116
115,0.6433225961204428,0.05209184324353415,728
116,0.6442996625413601,0.052854481110067006,683
117,0.6459244056701532,0.049214589623915214,617
118,0.6532853578617018,0.047206230684352125,255
119,0.6482643492404353,0.04993575763229967,533
120,0.6452513198469012,0.051725955347088855,648
121,0.6514549284405378,0.04857684249731204,356
122,0.6504739184482462,0.047918258870427624,415
123,0.6550195854594104,0.04679704719969867,91
124,0.6511437548595619,0.04750395083798394,367
125,0.6519118661743726,0.04872890559164899,338
126,0.6322745917137765,0.04470202380859315,878
127,0.6568250740923031,0.04722723915749269,29
128,0.6472583929986038,0.04958032754867256,573
129,0.647985910433152,0.04988482172029645,548
130,0.6475136567600956,0.05083656854590205,566
131,0.6539488498540672,0.04829099549422142,206
132,0.6519958301383788,0.048689992020082486,335
133,0.6530132900177847,0.046745593943325246,283
134,0.6424407796582456,0.0533806517519603,754
