,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.0550046344766896,0.07023864824524666,0.06324075601916593,0.03278915988718197,6.1923625164676475,3.469928535345366,2.9958051480108794,4.566058353644737,0.08184176433819432
