,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.062126634695617175,0.07810050412793769,0.07402997152008578,0.03718087930983481,5.8544293858875305,3.0046932985218002,3.825103154349454,4.017436742476225,0.07709447101759763
