,precision,recall,thresholds
0,0.25,1.0,0.4108816683292389
1,0.2,0.75,0.41869139671325684
2,0.21428571428571427,0.75,0.44737085700035095
3,0.23076923076923078,0.75,0.46160888671875
4,0.16666666666666666,0.5,0.46334484219551086
5,0.18181818181818182,0.5,0.5205212831497192
6,0.14285714285714285,0.25,0.5300169587135315
7,0.16666666666666666,0.25,0.5660139322280884
8,0.2,0.25,0.5796508193016052
9,0.25,0.25,0.5938611030578613
10,0.0,0.0,0.6314716935157776
11,0.0,0.0,0.7042019963264465
12,0.0,0.0,0.7788317203521729
13,1.0,0.0,9999.0
