,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.05636952196326906,0.0796907229932445,0.068012577981936,0.033359052548102806,5.8040389977039855,3.2680114733426184,3.3930410066380383,4.255418411694185,0.08678212228434976
