,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.0,0.0,0.0,0.0023111984639952567,2.3552220080218995,0.654124443725189,2.2962419891481978,0.0,0.13636570846947887
