,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.11783918697467609,0.40571119194352767,0.07866226402730314,0.0391300188871884,2.204930196563413,0.7305733185227706,2.5782893083546226,0.5167888418597165,0.12402202659248257
