,precision,recall,thresholds
0,0.06040268456375839,1.0,0.030087580904364586
1,0.08247422680412371,0.8888888888888888,0.030263911932706833
2,0.09302325581395349,0.8888888888888888,0.031131776049733162
3,0.09876543209876543,0.8888888888888888,0.0316442996263504
4,0.1,0.8888888888888888,0.03259074687957764
5,0.10126582278481013,0.8888888888888888,0.0328742079436779
6,0.10256410256410256,0.8888888888888888,0.03330044820904732
7,0.1038961038961039,0.8888888888888888,0.03337882086634636
8,0.10526315789473684,0.8888888888888888,0.0335429310798645
9,0.10810810810810811,0.8888888888888888,0.03370093181729317
10,0.13114754098360656,0.8888888888888888,0.03380966559052467
11,0.13559322033898305,0.8888888888888888,0.03395695239305496
12,0.13793103448275862,0.8888888888888888,0.03401172161102295
13,0.14035087719298245,0.8888888888888888,0.03466382995247841
14,0.14814814814814814,0.8888888888888888,0.035232387483119965
15,0.1509433962264151,0.8888888888888888,0.03566504269838333
16,0.1568627450980392,0.8888888888888888,0.03755517676472664
17,0.16,0.8888888888888888,0.04001661017537117
18,0.16326530612244897,0.8888888888888888,0.04005308821797371
19,0.16666666666666666,0.8888888888888888,0.04051521420478821
20,0.1702127659574468,0.8888888888888888,0.04256785660982132
21,0.17391304347826086,0.8888888888888888,0.045073844492435455
22,0.17777777777777778,0.8888888888888888,0.04511035978794098
23,0.18181818181818182,0.8888888888888888,0.04519503936171532
24,0.18604651162790697,0.8888888888888888,0.04711795970797539
25,0.19047619047619047,0.8888888888888888,0.04720097407698631
26,0.1951219512195122,0.8888888888888888,0.049896664917469025
27,0.2,0.8888888888888888,0.052166055887937546
28,0.20512820512820512,0.8888888888888888,0.05475158616900444
29,0.21052631578947367,0.8888888888888888,0.05771751329302788
30,0.21621621621621623,0.8888888888888888,0.06035815179347992
31,0.2222222222222222,0.8888888888888888,0.06068181246519089
32,0.22857142857142856,0.8888888888888888,0.06100653111934662
33,0.20588235294117646,0.7777777777777778,0.06206164136528969
34,0.21212121212121213,0.7777777777777778,0.06375321000814438
35,0.21875,0.7777777777777778,0.06617839634418488
36,0.22580645161290322,0.7777777777777778,0.06869136542081833
37,0.23333333333333334,0.7777777777777778,0.06880028545856476
38,0.2413793103448276,0.7777777777777778,0.07006701081991196
39,0.25,0.7777777777777778,0.07130855321884155
40,0.25925925925925924,0.7777777777777778,0.07300462573766708
41,0.2692307692307692,0.7777777777777778,0.07585255056619644
42,0.28,0.7777777777777778,0.07635612785816193
43,0.25,0.6666666666666666,0.07637374103069305
44,0.2608695652173913,0.6666666666666666,0.07831026613712311
45,0.2727272727272727,0.6666666666666666,0.08203298598527908
46,0.2857142857142857,0.6666666666666666,0.08283118903636932
47,0.3,0.6666666666666666,0.08420255035161972
48,0.2631578947368421,0.5555555555555556,0.08979183435440063
49,0.2777777777777778,0.5555555555555556,0.09480296820402145
50,0.29411764705882354,0.5555555555555556,0.11085578799247742
51,0.3125,0.5555555555555556,0.11464403569698334
52,0.26666666666666666,0.4444444444444444,0.11800738424062729
53,0.2857142857142857,0.4444444444444444,0.13085059821605682
54,0.3076923076923077,0.4444444444444444,0.13392315804958344
55,0.2727272727272727,0.3333333333333333,0.15171311795711517
56,0.3,0.3333333333333333,0.1647128164768219
57,0.3333333333333333,0.3333333333333333,0.1689956784248352
58,0.375,0.3333333333333333,0.17801731824874878
59,0.2857142857142857,0.2222222222222222,0.18039348721504211
60,0.3333333333333333,0.2222222222222222,0.22421735525131226
61,0.4,0.2222222222222222,0.2517045736312866
62,0.5,0.2222222222222222,0.31412044167518616
63,0.3333333333333333,0.1111111111111111,0.3454129695892334
64,0.5,0.1111111111111111,0.3455609381198883
65,1.0,0.1111111111111111,0.393186092376709
66,1.0,0.0,9999.0
