,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.11649953193686391,0.113104326957873,0.16459055853842208,0.08213547878775769,3.3131967534803493,2.7791430988051626,2.043368183992678,1.3473130761825647,0.11522576043037507
