,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.05812018512049408,0.08358806309743376,0.07060475360241698,0.035011747394581655,4.793208579318084,3.0579586509812575,3.7252076072578446,3.397250819605925,0.0823056400890024
