,precision,recall,thresholds
0,0.08955223880597014,1.0,0.052
1,0.08064516129032258,0.8333333333333334,0.054
2,0.08333333333333333,0.8333333333333334,0.056
3,0.08620689655172414,0.8333333333333334,0.058
4,0.08771929824561403,0.8333333333333334,0.06
5,0.09259259259259259,0.8333333333333334,0.062
6,0.09803921568627451,0.8333333333333334,0.064
7,0.1,0.8333333333333334,0.066
8,0.10204081632653061,0.8333333333333334,0.068
9,0.10869565217391304,0.8333333333333334,0.07
10,0.11363636363636363,0.8333333333333334,0.072
11,0.12195121951219512,0.8333333333333334,0.074
12,0.125,0.8333333333333334,0.076
13,0.1282051282051282,0.8333333333333334,0.08
14,0.13157894736842105,0.8333333333333334,0.082
15,0.1388888888888889,0.8333333333333334,0.086
16,0.11764705882352941,0.6666666666666666,0.088
17,0.12903225806451613,0.6666666666666666,0.09
18,0.13793103448275862,0.6666666666666666,0.092
19,0.14285714285714285,0.6666666666666666,0.094
20,0.14814814814814814,0.6666666666666666,0.1
21,0.15384615384615385,0.6666666666666666,0.104
22,0.16,0.6666666666666666,0.106
23,0.16666666666666666,0.6666666666666666,0.112
24,0.17391304347826086,0.6666666666666666,0.116
25,0.18181818181818182,0.6666666666666666,0.126
26,0.19047619047619047,0.6666666666666666,0.128
27,0.2,0.6666666666666666,0.132
28,0.21052631578947367,0.6666666666666666,0.136
29,0.2222222222222222,0.6666666666666666,0.138
30,0.23529411764705882,0.6666666666666666,0.146
31,0.26666666666666666,0.6666666666666666,0.15
32,0.2857142857142857,0.6666666666666666,0.152
33,0.3076923076923077,0.6666666666666666,0.158
34,0.3333333333333333,0.6666666666666666,0.164
35,0.3,0.5,0.166
36,0.3333333333333333,0.5,0.178
37,0.2857142857142857,0.3333333333333333,0.18
38,0.16666666666666666,0.16666666666666666,0.236
39,0.2,0.16666666666666666,0.252
40,0.25,0.16666666666666666,0.29
41,0.3333333333333333,0.16666666666666666,0.336
42,0.5,0.16666666666666666,0.37
43,0.0,0.0,0.474
44,1.0,0.0,9999.0
