,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.6526847192562579,0.7366390481927525,0.5912771508217359,0.7800988282159459,261.94,8.4,16.26,23.4,0.6601124382591415
