,mean_test_score,std_test_score,rank_test_score
539,0.17970647488955138,0.05438216615411917,232
540,0.18186795001527895,0.056644971393190545,143
541,0.14102052810618973,0.04131193223885705,888
542,0.1810512349677422,0.055404231925856307,177
543,0.15456793503748242,0.04348847573501294,853
544,0.161875499184969,0.049185719313876636,784
545,0.17225703120065478,0.05077052883920902,679
546,0.1650677995244979,0.05055601816916889,759
547,0.09771256137409173,0.02879787091368975,976
548,0.17697004488792042,0.05470447254908398,352
549,0.15719484856108892,0.04632643729037637,828
550,0.16488582362261087,0.05059016453559913,761
551,0.15527838056957327,0.04445783240044567,846
552,0.17222354161307749,0.05242180478582653,682
553,0.1602334608594567,0.04817290458659558,798
554,0.17298956907891946,0.05162979580309942,623
555,0.11568095999960196,0.03746416205373624,934
556,0.16960735006275557,0.05115179491580492,732
557,0.14279547926351843,0.04153177003762971,887
558,0.18253028162738005,0.054258809453379936,105
559,0.1702958442851278,0.050876495313351776,726
560,0.1756971348207181,0.05197741421696602,421
561,0.17418992641744288,0.05212116867393485,526
562,0.1574556401131347,0.04587756772510151,825
563,0.1715539150490036,0.05266528306660806,714
564,0.17205869650841923,0.05086351248783381,695
565,0.17264693857473282,0.052439200723857236,646
566,0.1794983188289577,0.05044947503313099,243
567,0.1732702040505448,0.05069808630534319,603
568,0.17883631039710818,0.054924545195139625,269
569,0.155489412123635,0.04445693181188526,845
570,0.157021729272376,0.046209906670343845,829
571,0.11960506193168144,0.038579429774079035,921
572,0.17560314703696045,0.054087035730876525,430
573,0.13758346728098209,0.040915343249007204,899
574,0.18302793248314156,0.055977717334528804,92
575,0.17339621589870916,0.052077856990910436,594
576,0.17363886766499792,0.051476210940386354,567
577,0.10583089055989701,0.03389990078965495,950
578,0.17480435096208183,0.05134351106879227,482
579,0.15895609226958451,0.0468758449190046,813
580,0.15900212043895368,0.047122925133785236,812
581,0.1736702064985428,0.05180890857047804,564
582,0.1714190046348528,0.05228376183496609,716
583,0.17361859906730906,0.051603233372229385,568
584,0.17498406134388372,0.05059077450147202,474
585,0.18187394250514552,0.05677422339647257,141
586,0.17655119316305573,0.05177190805212123,374
587,0.1849086262803832,0.056769602513582665,26
588,0.09978329712636139,0.029470476671269827,968
589,0.1783556938155866,0.05327925374633035,298
590,0.13163811417626867,0.04066060207436173,907
591,0.1723221566361941,0.04994959331130536,673
592,0.16081413635491773,0.04690548144114395,792
593,0.17461675787060904,0.05248916049992562,493
594,0.16439479669668222,0.04972502083107944,764
595,0.17716021038344804,0.055179489071949035,341
596,0.18167141311685556,0.05539687177467577,153
597,0.1761250050551099,0.052811519699240514,397
598,0.1800023015222025,0.05379917844921596,212
599,0.1723073618396956,0.05151365997499527,675
600,0.17235466740600486,0.05255462008007724,670
601,0.14490237582287605,0.04189176836492731,881
602,0.17429118942862018,0.05335036170018584,516
603,0.17619077124084526,0.05198720762523633,394
604,0.17635328085222882,0.05135808164654586,386
605,0.17793701710591822,0.05213289702346376,311
606,0.17620541711246063,0.04976210615125513,393
607,0.172275811241039,0.052364953201562515,677
608,0.17890366274038946,0.05435610038453014,267
609,0.1464356299979218,0.04262052977562574,878
610,0.18429658617170958,0.05694001524083897,42
611,0.1549823602128436,0.0441609802732528,847
612,0.17717652595176883,0.051695494523096915,339
613,0.18436249239924504,0.05682305157019497,39
614,0.1832489369105788,0.05551827821150381,74
615,0.17334030398156952,0.05288247068049635,601
616,0.17600946990131291,0.05452275474404108,402
617,0.17826698145042152,0.05334540564488322,300
618,0.14616582671385683,0.042416241641475436,879
619,0.1800296098500259,0.05554935668977537,211
620,0.17499941913377579,0.05237902540879219,473
621,0.1036182836600906,0.03300389817420199,955
622,0.1798647383181831,0.04989006054507488,216
623,0.17716168083740955,0.055184907804833996,340
624,0.18078406197492555,0.05594558028699328,184
625,0.17168701734127828,0.05186288317524663,707
626,0.09702018880811457,0.028459531491362308,986
627,0.17366132399343712,0.052907931321576174,565
628,0.15990093126065288,0.047057148560648146,807
629,0.1745148033523892,0.05251912266899851,501
630,0.1748817882102791,0.05339173779183853,479
631,0.09805767992284382,0.02883012885377027,973
632,0.16132610928709046,0.04755110175088455,788
633,0.1640557632921916,0.04951793810747706,767
634,0.18033992902419121,0.05325929777332097,202
635,0.18381248489890709,0.059927033163648495,62
636,0.1727083727090922,0.05070915182789443,637
637,0.17584262083242433,0.05355905624512619,413
638,0.17045725091311195,0.05174337911652679,725
639,0.1650387585879404,0.05078743408278733,760
640,0.17695601539057612,0.053984657512073125,355
641,0.17514507676293836,0.05317935789274805,462
642,0.17511569168420402,0.05172892784135973,464
643,0.1765131223433696,0.054400924940049326,380
644,0.17832683610319974,0.05472193031055863,299
