,mean_test_score,std_test_score,rank_test_score
251,0.18017853354573415,0.047532914938371265,75
252,0.1790487421838212,0.047074267484976826,830
253,0.17843637909832455,0.04715032896204844,976
254,0.1797362665555237,0.04874477280798872,288
255,0.1797362665555237,0.04874477280798872,288
256,0.17968172109829247,0.04871208819904726,472
257,0.17965964252002425,0.04873667254811684,546
258,0.1795981948939906,0.047543810449435966,591
259,0.1797124498076867,0.04872957255117236,385
260,0.17940516755862806,0.047607352980350244,739
261,0.17966013770237313,0.047560926069193626,541
262,0.17975964469696146,0.04872415231236723,208
263,0.1787194718819043,0.04699716755233392,929
264,0.17971440863202642,0.04876606113624943,376
265,0.18010076455560456,0.04754205950971422,108
266,0.18007642874273924,0.04787352319346732,109
267,0.1799117455986564,0.047086243577863014,124
268,0.17942791606987743,0.04756785263228176,722
269,0.17959290679406334,0.04865959039991459,596
270,0.17927634363569292,0.047051796440859744,776
271,0.18021953917275663,0.04752344938595986,68
272,0.1796879021633121,0.04839646823607378,458
273,0.17872216610012615,0.04688360179669454,926
274,0.1798552719040975,0.0471912987623547,166
275,0.17873395766534744,0.04713112579347504,917
276,0.1797904666018635,0.04817902459184698,192
277,0.17866804632767586,0.04745249857916703,949
278,0.1797097606122475,0.04873340113200303,396
279,0.17983004667887234,0.047186976735462696,179
280,0.1799232534275625,0.04844893355376808,119
281,0.17962237543927892,0.04867594716350997,568
282,0.18058253391154533,0.047943185583633446,11
283,0.17882101667062503,0.047099451169239796,884
284,0.17885017919796278,0.04696277485885039,875
285,0.17917638244908232,0.04691371258389202,803
286,0.17875991818684608,0.04712584952151589,905
287,0.17920220717885044,0.047237478837746025,798
288,0.17833705299763544,0.046998277234555304,984
289,0.1793874817693133,0.04731028241900108,751
290,0.17986213918687677,0.04725826160163007,150
291,0.17875511049453838,0.047109284140306726,908
292,0.17974743450608574,0.04869503575597601,241
293,0.17968172109829247,0.04871208819904726,472
294,0.17947983073057958,0.04730056728672763,690
295,0.17871111583625324,0.046887709445767686,936
296,0.17962237543927892,0.04867594716350997,568
297,0.1797097606122475,0.04873340113200303,396
298,0.1797097606122475,0.04873340113200303,396
299,0.1797440029929538,0.04876316583527816,245
300,0.1787031648526978,0.04749567314377247,940
301,0.1795325630438162,0.04861374261599686,646
302,0.17925014078836798,0.04728198097077782,784
303,0.17965964252002425,0.04873667254811684,546
304,0.17949507538309992,0.04849917666652895,678
305,0.17970082236739376,0.048700506562532074,433
306,0.17973823771928818,0.04884197766179602,267
307,0.17882157572912244,0.04693819381176777,883
308,0.17962237543927892,0.04867594716350997,568
309,0.17971440863202642,0.04876606113624943,376
310,0.17968207031705272,0.04828779767087074,467
311,0.1796879021633121,0.04839646823607378,458
312,0.17965660325877375,0.04836792987833042,562
313,0.18023242154108932,0.04747965250546254,67
314,0.1797221450694565,0.04878444960359536,364
315,0.1805013175122841,0.04792629500322669,17
316,0.17929042885350832,0.04706160663261147,771
317,0.1797221450694565,0.04878444960359536,364
318,0.17970082236739376,0.048700506562532074,433
319,0.17945780830235455,0.048438026927818546,708
320,0.17971440863202642,0.04876606113624943,376
321,0.1801116400103449,0.04792620537469755,96
322,0.17969726636052555,0.048453801255575704,440
323,0.17962237543927892,0.04867594716350997,568
324,0.17888715905337782,0.04697669906564876,865
325,0.1797362665555237,0.04874477280798872,288
326,0.17871201270141623,0.0475001552378974,935
327,0.1797362665555237,0.04874477280798872,288
328,0.17851370115926732,0.04660281653812211,973
329,0.1786126725992371,0.047395880340075865,958
330,0.17965756104578698,0.04827510481724918,561
331,0.1795091876347465,0.048596091803455456,668
332,0.17882084935323803,0.04710101478339645,888
333,0.17902391817070204,0.047095374189536694,835
334,0.17985797264113032,0.04715545281053501,158
335,0.1797221450694565,0.04878444960359536,364
336,0.17842196468391017,0.04717204227796944,979
337,0.1795577882690414,0.04861809215469588,636
338,0.17935594442133584,0.04778041471418129,756
339,0.179681591598163,0.04872247766336012,500
340,0.17976736408996927,0.04726084876381337,207
341,0.17889461052024147,0.04681418546227864,861
342,0.17971234311054762,0.048743158058119324,387
343,0.1792783515548994,0.04720127862987453,773
344,0.17966099271434693,0.04799471783539473,538
345,0.17873062349486277,0.047307732027555546,919
346,0.17972840863089548,0.0487113650277147,347
347,0.18038075018395788,0.04772958006926859,38
