,precision,recall,thresholds
0,0.051470588235294115,1.0,0.06423871814416471
1,0.044444444444444446,0.8571428571428571,0.06660030845600486
2,0.04477611940298507,0.8571428571428571,0.06699709484398847
3,0.045112781954887216,0.8571428571428571,0.0671062647115758
4,0.045454545454545456,0.8571428571428571,0.07123330385982053
5,0.04580152671755725,0.8571428571428571,0.07195580796282644
6,0.046153846153846156,0.8571428571428571,0.07367036541188947
7,0.046511627906976744,0.8571428571428571,0.07430682280901955
8,0.046875,0.8571428571428571,0.07625259369224746
9,0.047244094488188976,0.8571428571428571,0.07850114443928977
10,0.047619047619047616,0.8571428571428571,0.07967575394841718
11,0.048,0.8571428571428571,0.08019370103181844
12,0.04838709677419355,0.8571428571428571,0.08066462317210495
13,0.04878048780487805,0.8571428571428571,0.08322896284001831
14,0.04918032786885246,0.8571428571428571,0.08410874260326245
15,0.049586776859504134,0.8571428571428571,0.0944710685763325
16,0.05,0.8571428571428571,0.09948335022937921
17,0.05042016806722689,0.8571428571428571,0.09954433678842708
18,0.05084745762711865,0.8571428571428571,0.10062520166405481
19,0.05128205128205128,0.8571428571428571,0.10505631515927276
20,0.05172413793103448,0.8571428571428571,0.10552340955825405
21,0.05217391304347826,0.8571428571428571,0.11274947771629452
22,0.05263157894736842,0.8571428571428571,0.11359365781841285
23,0.05309734513274336,0.8571428571428571,0.11477593399831361
24,0.05357142857142857,0.8571428571428571,0.11565718655406987
25,0.05405405405405406,0.8571428571428571,0.11996005703819508
26,0.05454545454545454,0.8571428571428571,0.12321573652359558
27,0.05504587155963303,0.8571428571428571,0.12357280653216356
28,0.05555555555555555,0.8571428571428571,0.12392482613478883
29,0.056074766355140186,0.8571428571428571,0.1245727228376478
30,0.05660377358490566,0.8571428571428571,0.1272551269387725
31,0.05714285714285714,0.8571428571428571,0.13004543600136334
32,0.057692307692307696,0.8571428571428571,0.13142879240585004
33,0.05825242718446602,0.8571428571428571,0.13443844205395486
34,0.058823529411764705,0.8571428571428571,0.1399334985011221
35,0.0594059405940594,0.8571428571428571,0.14035285137233494
36,0.06,0.8571428571428571,0.14380227423355138
37,0.06060606060606061,0.8571428571428571,0.14617327921852363
38,0.061224489795918366,0.8571428571428571,0.1540682222759203
39,0.061855670103092786,0.8571428571428571,0.1642627257611627
40,0.0625,0.8571428571428571,0.16525597109083467
41,0.06315789473684211,0.8571428571428571,0.166672900725661
42,0.06382978723404255,0.8571428571428571,0.16723934164560014
43,0.06451612903225806,0.8571428571428571,0.1685507683797276
44,0.06521739130434782,0.8571428571428571,0.1691695784573954
45,0.06593406593406594,0.8571428571428571,0.17260998636607072
46,0.06666666666666667,0.8571428571428571,0.17288362764766743
47,0.06741573033707865,0.8571428571428571,0.1739434295057647
48,0.06818181818181818,0.8571428571428571,0.18019595454501924
49,0.06896551724137931,0.8571428571428571,0.18451724032932404
50,0.06976744186046512,0.8571428571428571,0.18624154641056928
51,0.07058823529411765,0.8571428571428571,0.18771301874818275
52,0.07142857142857142,0.8571428571428571,0.1899380387377178
53,0.07228915662650602,0.8571428571428571,0.19137262248531398
54,0.07317073170731707,0.8571428571428571,0.1917552219681131
55,0.07407407407407407,0.8571428571428571,0.1939401068613803
56,0.075,0.8571428571428571,0.19826348718300515
57,0.0759493670886076,0.8571428571428571,0.20181717464980867
58,0.07692307692307693,0.8571428571428571,0.20627305100364704
59,0.07792207792207792,0.8571428571428571,0.2069649515989351
60,0.07894736842105263,0.8571428571428571,0.2100040620205142
61,0.08,0.8571428571428571,0.21379679114807254
62,0.08108108108108109,0.8571428571428571,0.21463747760731824
63,0.0821917808219178,0.8571428571428571,0.21773170931256108
64,0.08333333333333333,0.8571428571428571,0.22000303282991548
65,0.08450704225352113,0.8571428571428571,0.22621241882796345
66,0.08571428571428572,0.8571428571428571,0.2268283522240825
67,0.08695652173913043,0.8571428571428571,0.22928273758499246
68,0.08823529411764706,0.8571428571428571,0.23053597497875103
69,0.08955223880597014,0.8571428571428571,0.23838614725113288
70,0.07575757575757576,0.7142857142857143,0.2481821042418157
71,0.07692307692307693,0.7142857142857143,0.24927147035463856
72,0.078125,0.7142857142857143,0.2532852411309072
73,0.07936507936507936,0.7142857142857143,0.25336103682877575
74,0.08064516129032258,0.7142857142857143,0.25405523904027677
75,0.08196721311475409,0.7142857142857143,0.25842439800057837
76,0.08333333333333333,0.7142857142857143,0.2651067269761821
77,0.0847457627118644,0.7142857142857143,0.26784859305286496
78,0.08620689655172414,0.7142857142857143,0.27082651071106667
79,0.08771929824561403,0.7142857142857143,0.2729560416123074
80,0.08928571428571429,0.7142857142857143,0.2751678452233826
81,0.09090909090909091,0.7142857142857143,0.2823479907142927
82,0.09259259259259259,0.7142857142857143,0.28680529753491507
83,0.09433962264150944,0.7142857142857143,0.2894607059240879
84,0.09615384615384616,0.7142857142857143,0.29722643064330934
85,0.09803921568627451,0.7142857142857143,0.2981137214713894
86,0.1,0.7142857142857143,0.30040616111273427
87,0.10204081632653061,0.7142857142857143,0.3031205097036534
88,0.10416666666666667,0.7142857142857143,0.3035934830145051
89,0.10638297872340426,0.7142857142857143,0.31540249967324124
90,0.10869565217391304,0.7142857142857143,0.31602645538433594
91,0.1111111111111111,0.7142857142857143,0.32068075194017076
92,0.11363636363636363,0.7142857142857143,0.3243191326916608
93,0.11627906976744186,0.7142857142857143,0.32434428537991006
94,0.11904761904761904,0.7142857142857143,0.34160988184092467
95,0.12195121951219512,0.7142857142857143,0.3417308555961578
96,0.125,0.7142857142857143,0.34626730738085454
97,0.1282051282051282,0.7142857142857143,0.3508742208365129
98,0.10526315789473684,0.5714285714285714,0.35302527118455496
99,0.10810810810810811,0.5714285714285714,0.3609932072558602
100,0.1111111111111111,0.5714285714285714,0.36800743608050923
101,0.11428571428571428,0.5714285714285714,0.37095567709148575
102,0.11764705882352941,0.5714285714285714,0.37361478520704017
103,0.12121212121212122,0.5714285714285714,0.3887487897280734
104,0.125,0.5714285714285714,0.39937392312896014
105,0.12903225806451613,0.5714285714285714,0.4172189591220881
106,0.13333333333333333,0.5714285714285714,0.4309115372310563
107,0.13793103448275862,0.5714285714285714,0.4456398883132181
108,0.14285714285714285,0.5714285714285714,0.4469867596374278
109,0.14814814814814814,0.5714285714285714,0.45095965744333133
110,0.15384615384615385,0.5714285714285714,0.5287062394888963
111,0.16,0.5714285714285714,0.541789139542428
112,0.16666666666666666,0.5714285714285714,0.5465561119417037
113,0.17391304347826086,0.5714285714285714,0.5796376722966412
114,0.18181818181818182,0.5714285714285714,0.5937344627606691
115,0.19047619047619047,0.5714285714285714,0.6171388120242105
116,0.2,0.5714285714285714,0.6553980760135496
117,0.21052631578947367,0.5714285714285714,0.6948772790232223
118,0.2222222222222222,0.5714285714285714,0.7117278853329917
119,0.17647058823529413,0.42857142857142855,0.7140032524426813
120,0.1875,0.42857142857142855,0.7229816786658325
121,0.2,0.42857142857142855,0.7266679745005165
122,0.21428571428571427,0.42857142857142855,0.7452351309125949
123,0.23076923076923078,0.42857142857142855,0.7475268438421085
124,0.16666666666666666,0.2857142857142857,0.7621323440259763
125,0.18181818181818182,0.2857142857142857,0.7799065187874963
126,0.2,0.2857142857142857,0.7928014409012593
127,0.2222222222222222,0.2857142857142857,0.8018136600805981
128,0.25,0.2857142857142857,0.8246744542148953
129,0.2857142857142857,0.2857142857142857,0.869446987378063
130,0.16666666666666666,0.14285714285714285,0.8797862880942025
131,0.2,0.14285714285714285,0.9146082911160297
132,0.0,0.0,0.9281029882794928
133,0.0,0.0,0.9663542841989213
134,0.0,0.0,0.9952028771527454
135,0.0,0.0,0.9980144048680065
136,1.0,0.0,9999.0
