,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.0919398490941442,0.06566292870028934,0.18604657632417942,0.09262674610592202,5.889761703948041,5.506653459518978,1.5590725033516146,2.2359776294936315,0.0984080934141049
