,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.23973207877654182,0.15669428135191135,0.5492093184593184,0.6921100205468126,117.94,23.29,3.53,4.24,0.15299207133345602
