,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.06109665128473178,0.10726190476190474,0.049514610389610386,0.5170077194601053,138.58,2.19,7.9,0.33,0.14410585094311087
