,f1,precision,recall,balanced_accuracy,tn,fp,fn,tp,pr_auc
0,0.04566035787476821,0.06207377216787507,0.05474497243346776,0.027354828170941245,6.4528124007124115,4.295581474261686,2.7423170914945323,3.9944911560747753,0.07222712354762664
